park_code,price_type,cost,fee_type,pass_category,description,id 
wrbr,fee,100.00,Commercial Entrance - Motor Coach,,Fees charged for commercial vehicles with a capacity of over 26 individuals.,85D34873-42D5-4E22-876A-8E165C3C7F9E
wrbr,fee,0.00,Entrance - Education/Academic Groups,,Structured educational visits that serve a curriculum need for a class may apply for a waiver for entrance fees in advance.,1F29AF45-1B19-4CC9-A865-7F53FC8173E3
wupa,fee,25.00,Entrance - Private Vehicle,,This fee covers the occupants of one private vehicle for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,53AF3479-85DD-45BE-93F5-3C384F883C9A
wupa,fee,20.00,Entrance - Motorcycle,,This fee covers the occupants of one motorcycle for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,1DA0B9DA-56C4-4258-BE81-8E0AE9780A5A
wupa,fee,15.00,Entrance - Per Person,,This fee covers entry for one bicyclist or pedestrian for seven days at both Sunset Crater Volcano and Wupatki National Monuments.,424AAAAE-B36E-4BA3-8BF1-B79094B532E9
wupa,fee,15.00,Entrance - Non-commercial Groups,,"Non-commercial groups are charged the per-person entrance fee of $15 for all persons 16yrs and over, not to exceed the commercial rate for the size of vehicle entering the monument.",CB75C89C-4AF8-4906-A7A1-2F09FC9A1EEB
wupa,fee,0.00,Entrance - Education/Academic Groups,,"Educational groups visiting the monument for a curriculum related visit should apply for an Academic Fee Waiver. If no fee waiver is obtained, educational groups will be charged as non-commercial groups.",4BCCF802-A43C-42AA-881E-0E78207EC8A4
wupa,fee,28.00,Commercial Entrance - Sedan,,This fee covers the occupants of one commercial sedan for one day at both Sunset Crater Volcano and Wupatki National Monuments.,7A548B14-0E5C-439D-84C1-0D826CFF5366
wupa,fee,40.00,Commercial Entrance - Van,,This fee covers the occupants of one commercial van for one day at both Sunset Crater Volcano and Wupatki National Monuments.,BDDEB30E-2D37-4E6F-825E-4CF26FEE71D6
wupa,fee,100.00,Commercial Entrance - Motor Coach,,This fee covers the occupants of one commercial bus for one day at both Sunset Crater Volcano and Wupatki National Monuments.,137D3BA7-C0E9-42E2-AD5C-7BF35C0E7368
wupa,fee,100.00,Commercial Entrance - Mini-bus,,https://www.nps.gov/wupa/planyourvisit/fees.htm,31E6745B-F4E8-4D15-8E54-FDC9D52C3C17
wupa,pass,45.00,,Annual Entrance - Park,"Admits the passholder, passenger of one motorcycle, or occupants of a single, non-commercial vehicle at Sunset Crater Volcano, Walnut Canyon, and Wupatki National Monuments for 1 year.",64A8A1E7-C44E-4269-A870-0D8EE494530E
yell,fee,35.00,Entrance - Private Vehicle,,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Vehicles must be private, non-commercial, and with a seating capacity of 15 or less.",0AF27B4C-8F99-42DB-90B6-7676E6EF8382
yell,fee,20.00,Entrance - Non-commercial Groups,,"Non-commercial group (e.g. church groups, scouts) traveling in a vehicle with a capacity of 16 or more people. Cost is per person. Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase.",9ED2B996-3C67-4F0C-9C11-4E1142EBBCB3
yell,fee,30.00,Entrance - Motorcycle,,"Entry for one driver and one passenger for seven consecutive days, beginning on the day of purchase.",9085574A-7C2D-4390-A982-3F9951AFE00E
yell,fee,30.00,Entrance - Snowmobile,,"Entry for one driver and one passenger for seven consecutive days, beginning on the day of purchase.",4C6152C7-1746-483C-91C0-6903F04138F8
yell,fee,20.00,Entrance - Per Person,,"Entry for visitors on foot, bicycle, ski, etc., when 16 years of age or older.",414A207D-3B35-4AC4-8080-D1C689378447
yell,fee,20.00,Commercial Entrance - Sedan,,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The cost is $25 + $20 per person. Pass is good for seven days as long as it's the same passenger group.",B2AF968E-76C7-4149-93EF-31B38BD74EEA
yell,fee,125.00,Commercial Entrance - Van,,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",81CD4601-FF93-4852-9720-356C877E59D8
yell,fee,200.00,Commercial Entrance - Mini-bus,,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",9FEB23FD-B83A-4093-875F-D320CA106A21
yell,fee,300.00,Commercial Entrance - Motor Coach,,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Pass is good for seven days as long as it's the same passenger group.",2272BD4B-B791-426D-8024-318EB695E924
yell,pass,70.00,,Annual Entrance - Park,"Provides unlimited entry for one year (valid through the month of purchase) to the pass holder and passengers in the same vehicle, or pass holder and up to three persons where per person fees are charged. Purchase online or at any entrance station.",C42E8094-0460-4D8B-BEEF-016E168FDB74
york,fee,15.00,Entrance - Per Person,,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne,E8598102-69B0-4CA4-A396-61BAC763F813
york,pass,45.00,,Annual Entrance - Park,The Colonial annual pass admits passholder and three accompanying adults unlimited admittance to both NPS areas at Historic Jamestowne and Yorktown Battlefield during regular operating hours. Pass is valid for twelve months from the month of purchase. Note: There is an additional $ 15.00 Preservation Virginia entrance fee for each adult entering on the Colonial Pass to Historic Jamestowne to visit the Preservation Virginia historic areas.,1040FFB1-6374-4F58-8A4A-A6356FBBE256
yose,fee,35.00,Entrance - Private Vehicle,,"This fee is valid for three consecutive days for a non-commercial car, pickup truck, RV, or van with 15 or fewer passenger seats. This fee covers the vehicle and everyone inside of it. (This fee is valid for seven consecutive days when a reservation isn't required.)",21DC5E58-2493-4157-8226-56907BF94730
yose,fee,30.00,Entrance - Motorcycle,,"This fee is valid for three consecutive days for a non-commercial motorcycle (cost is per motorcycle, not person).",94CBF683-E82B-4641-B20A-C53991BD3EC9
yose,fee,20.00,Entrance - Per Person,,"This fee is valid for three consecutive days for people entering on foot, a bicycle, a horse, or a non-commercial bus or van. People 15 years and younger are free.",12356273-E71D-4A65-AE39-F1F096B266AE
yose,fee,25.00,Commercial Entrance - Sedan,,"The fee is $25 plus $20 per person, not to exceed $105. This fee is valid for seven consecutive days. A commercial use authorization is required.",88D459D9-4EA0-4001-BA36-EBF5E60930FB
yose,fee,125.00,Commercial Entrance - Van,,This fee is valid for seven consecutive days. A commercial use authorization is required.,72EFD4C6-BABF-41BD-8D61-1E85AE402315
yose,fee,200.00,Commercial Entrance - Mini-bus,,This fee is valid for seven consecutive days. A commercial use authorization is required.,6150E526-EE48-409B-A7F3-D4E4FB03FAB6
yose,fee,300.00,Commercial Entrance - Motor Coach,,This fee is valid for seven consecutive days. A commercial use authorization is required.,6E4F8D19-08D9-460E-B941-5203A329FB67
yose,fee,300.00,Entrance - Non-commercial Groups,,The per-person fee is $20 to a maximum of $300 per vehicle. People 15 years and younger are free,3ABA71A0-1A53-4ABE-8C9C-C51FB021BB53
yose,fee,0.00,Entrance - Education/Academic Groups,,An educational fee waiver is available for educational and scientific groups that are accredited or tax-exempt for educational purposes planning a trip for educational or scientific purposes related to Yosemite that is not primarily recreational.,35F309C9-7FA7-46C8-A883-56460B1BF67A
yose,fee,20.00,Commercial Entrance - Per Person,,"The fee is $25 plus $20 per person, not to exceed $105. This fee is valid for seven consecutive days. A commercial use authorization is required.",7B90A789-E049-473F-99F8-9656B54399EA
yose,fee,2.00,Timed Entry Reservation - Park,,A reservation will be required to drive into or through Yosemite National Park every day from 5 am to 4 pm from July 1 through August 16.,9CF28224-42E3-4074-9E45-A2B2F894BE83
yose,fee,2.00,Timed Entry Reservation - Park,,A reservation is required to drive into or through Yosemite National Park between 5 am and 4 pm on weekends and holidays.,F597E4CB-4BBB-41EF-830F-C598F27A4F0A
yose,pass,70.00,,Annual Entrance - Park,Annual pass providing free entrance to Yosemite for 12 months from the date of purchase.,BE7DF217-7B08-4E1F-9903-CA448948F086
zion,fee,35.00,Entrance - Private Vehicle,,"Admits private, non-commercial vehicle (15 passenger capacity or less) and all occupants to Zion National Park. Valid for 1-7 days.",93217B5B-7604-4047-9A2E-AA5BA4FEC5E5
zion,fee,30.00,Entrance - Motorcycle,,"Admits one, non-commercial motorcycle to Zion National Park. Valid for 1-7 days.",C58089E4-3261-4E95-A8E3-82B5AB18A79B
zion,fee,20.00,Entrance - Snowmobile,,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days.",89A2A9D2-B279-433A-9D6C-1102C87D9D6C
zion,fee,20.00,Entrance - Per Person,,"Admits one individual with no car to Zion National Park. Typically used for bicyclists, hikers and pedestrians. Youth 15 and under are admitted free. Valid for 1-7 days.",47CE008B-C842-4CA3-806B-02023C163778
zion,fee,20.00,Entrance - Non-commercial Groups,,Non-commercial vehicles with a capacity of 16 or greater. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and under are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry at the per person rate. Pass and photo ID must be present upon entry.,880DF4C6-7489-41A6-9B11-9C664E85B31A
zion,fee,70.00,Commercial Entrance - Van,,"A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.",C7F4130E-6D37-4378-A2D5-07848CE848CA
